id,topic,date,qNum,qStatement,a1,a2,a3,a4,a5,ans,Year,Month,Monthind,,,,,,,,,,,,,,,
July.2020.01,Geometry Rules,July.2020,1,,,,,,,E,2020,,,,Dec.2020.01,Equivalent Expressions,December.2020,1,,,,,,,E,2020,,
Jun.2015.01,Equivalent Expressions,June.2015,1,1. Which of the following expressions is equivalent to a(4 – a) – 5(a + 7) ?,A. -2a – 35,B. -2a + 7,C. –a2 – a + 7,D. –a2 – a + 7,E. -2a3 – 35,C,2015,Jun,6,,Apr.2022.E25.16,Lines,April.2022.E25,16,,,,,,,G,2022,Apr,4
Jun.2016.01,Solving Algebra,June.2016,1,"1. If 4/y is 0.4, then y = ?",0.04,0.1,0.4,4,10,E,2016,Jun,6,,Apr.2022.E25.17,Lines,April.2022.E25,17,,,,,,,A,2022,Apr,4
Jun.2017.01,Perimeter-Area-Volume,June.2017,1,"1. The top surface of a rectangular table has an area of 100 square feet and a width of 5 feet. What is the length, in feet, of the surface?",10,15,20,95,500,C,2017,Jun,6,,Apr.2022.E25.18,Solving Algebra,April.2022.E25,18,,,,,,,K,2022,Apr,4
Jun.2018.01,Mean-Median-Mode,June.2018,1,,,,,,,D,2018,Jun,6,,Apr.2022.E25.19,Percents-Fractions (% Change),April.2022.E25,19,,,,,,,D,2022,Apr,4
Jun.2019.01,Percents-Fractions (% Change),June.2019,1,,,,,,,D,2019,,,,,,,,,,,,,,,,,
Jun.2021.01,Geometry Rules,June.2021,1,,,,,,,E,2021,Jun,6,,Apr.2022.E25.20,Equivalent Expressions,April.2022.E25,20,,,,,,,K,2022,Apr,4
June.2020.01,LCMGCF,June.2020,1,,,,,,,B,2020,,,,,,,,,,,,,,,,,
June.2022.01,Plug in Numbers (Calc),June.2022,1,,,,,,,A,2022,Jun,6,,Apr.2022.E25.21,Word Problems,April.2022.E25,21,,,,,,,B,2022,Apr,4
Apr.2015.02,Word Problems,April.2015,2,"2. The table below shoes the income earned by 5 students from selling tickets for a school fund-raiser. Each student earned the same amount for each ticket sold. Another student, Francis, also earned that same amount for each ticket sold, for an income earned of $123.25 from selling tickets. How many tickets did Francis sell?",G. 29,H. 33,J. 35,K. 38,,G,2015,Apr,4,,Apr.2022.E25.22,Exponents-Radicals,April.2022.E25,22,,,,,,,H,2022,Apr,4
Apr.2016.02,Perimeter-Area-Volume,April.2016,2,"2. The length of a rectangle is 12 feet. The width of the rectangle is ½ the length. What is the perimeter of the rectangle, in feet?",24,30,26,72,,J,2016,Apr,4,,Apr.2022.E25.23,Perimeter-Area-Volume,April.2022.E25,23,,,,,,,C,2022,Apr,4
Apr.2017.02,Probability-Combinations-Permutations,April.2017,2,"2. The 35-member History Club is meeting to choose a student government representative. The members decide that the representative, who will be chosen at random, CANNOT be any of the 3 officers of the club. What is the probability that Hiroko, who is a member of the club but NOT an officer, will be chosen?",G. 4/35,H. 1/35,J. ⅓,K. 1/32,,K,2017,Apr,4,,Apr.2022.E25.24,Probability-Combinations-Permutations,April.2022.E25,24,,,,,,,J,2022,Apr,4
Apr.2018.02,Imaginary Numbers,April.2018,2,,,,,,,J,2018,Apr,4,,Apr.2022.E25.25,Perimeter-Area-Volume,April.2022.E25,25,,,,,,,C,2022,Apr,4
Apr.2019.B04.02,Word Problems,April.2019.B04,2,,,,,,,H,,,,,Apr.2022.E25.26,Conversions-Mixtures,April.2022.E25,26,,,,,,,G,2022,Apr,4
Apr.2019.Z15.02,Equation Set Up,April.2019.Z15,2,,,,,,,J,2019,Apr,4,,Apr.2022.E25.27,Percents-Fractions (% Change),April.2022.E25,27,,,,,,,B,2022,Apr,4
Apr.2021.D05.02,Transformations-Translations,April.2021.D05,2,,,,,,,F,2021,Apr,4,,Apr.2022.E25.28,Data Interpretation,April.2022.E25,28,,,,,,,K,2022,Apr,4
Apr.2021.Z04.02,Equivalent Expressions,April.2021.Z04,2,,,,,,,J,2021,Apr,4,,Apr.2022.E25.29,Plug in Numbers (Calc),April.2022.E25,29,,,,,,,A,2022,Apr,4
Dec.2015.02,Mean-Median-Mode,December.2015,2,"2. The age, in years, of each of the first 6 presidents of the United States at his first inauguration was 57, 61, 57, 57, 58, and 57, respectively. Which of the following values is closest to the mean age, in years, of the first 6 presidents at their respective first inaugurations?",57.5,57.8,58.7,59,,H,2015,Dec,12,,Apr.2022.E25.30,Vocab,April.2022.E25,30,,,,,,,F,2022,Apr,4
Dec.2016.02,Geometry Rules,December.2016,2,2. The statement (triangle)ABC ≅ (triangle) DEF is true. Which of the following statements must be true?,(line)AC ≅ (line)EF,(line)BC ≅ (line) DF,(angle)A ≅ (angle)F,(angle)C ≅ (angle) F,,K,2016,Dec,12,,Apr.2022.E25.31,Word Problems,April.2022.E25,31,,,,,,,B,2022,Apr,4
Dec.2017.02,Probability-Combinations-Permutations,December.2017,2,,,,,,,G,2017,Dec,12,,Apr.2022.E25.32,Geometry Rules,April.2022.E25,32,,,,,,,J,2022,Apr,4
Dec.2018.02,Plug in Numbers (Calc),December.2018,2,,,,,,,G,2018,Dec,12,,Apr.2022.E25.33,Circles-Ellipses,April.2022.E25,33,,,,,,,D,2022,Apr,4
Dec.2019.02,Geometry Rules,December.2019,2,,,,,,,H,2019,Dec,12,,Apr.2022.E25.34,Matrices,April.2022.E25,34,,,,,,,F,2022,Apr,4
Dec.2021.02,Geometry Rules,December.2021,2,,,,,,,G,2021,Dec,12,,Apr.2022.E25.35,SOHCAHTOA-PYTHAG,April.2022.E25,35,,,,,,,A,2022,Apr,4
Dec.2022.02,Lines,December.2022,2,,,,,,,F,2022,Dec,12,,Apr.2022.E25.36,Plug in Numbers (Calc),April.2022.E25,36,,,,,,,H,2022,Apr,4
July.2020.02,Mean-Median-Mode,July.2020,2,,,,,,,H,2020,,,,Dec.2020.02,Equation Set Up,December.2020,2,,,,,,,K,2020,,
Jun.2015.02,Inequalities,June.2015,2,"2. Which of the following inequalities orders the numbers 0.2, 0.03, and ¼ from least to greatest?",0.2 < 0.03 < ¼,0.03 < 0.2 < ¼,0.03 < ¼ < 0.2,¼ < 0.03 < 0.2,¼ < 0.2 < 0.03,G,2015,Jun,6,,Apr.2022.E25.37,Quadratics (and above),April.2022.E25,37,,,,,,,B,2022,Apr,4
Jun.2016.02,Percents-Fractions (% Change),June.2016,2,"2. A motel manager’s costs are 24% higher this year than they had been when the room rate was $60.00. If the room rate had increased by the same percent as the manager’s costs, what would the room rate be this year?",F. $68.40,G. $70.00,H. $72.00,J. $74.40,K. $78.95,J,2016,Jun,6,,Apr.2022.E25.38,Probability-Combinations-Permutations,April.2022.E25,38,,,,,,,J,2022,Apr,4
Jun.2017.02,Probability-Combinations-Permutations,June.2017,2,"2. A wallet containing 2 five-dollar bills, 9 ten-dollar bills, and 5 twenty-dollar bills is found and returned to its owner. The wallet’s owner will reward the finder with 1 bill drawn randomly from the wallet. What is the probability that the bill drawn will be a twenty-dollar bill?",F. 1/16,G. 1/10,H. ⅕,J. 5/16,K. 5/11,J,2017,Jun,6,,Apr.2022.E25.39,Solving Algebra,April.2022.E25,39,,,,,,,E,2022,Apr,4
Jun.2018.02,Transformations-Translations,June.2018,2,,,,,,,H,2018,Jun,6,,Apr.2022.E25.40,Word Problems,April.2022.E25,40,,,,,,,G,2022,Apr,4
Jun.2019.02,Plug in Numbers (Calc),June.2019,2,,,,,,,F,2019,,,,,,,,,,,,,,,,,
Jun.2021.02,Solving Algebra,June.2021,2,,,,,,,G,2021,Jun,6,,Apr.2022.E25.41,Imaginary Numbers,April.2022.E25,41,,,,,,,C,2022,Apr,4
June.2020.02,Exponents-Radicals,June.2020,2,,,,,,,J,2020,,,,,,,,,,,,,,,,,
June.2022.02,Probability-Combinations-Permutations,June.2022,2,,,,,,,K,2022,Jun,6,,Apr.2022.E25.42,Plug in Numbers (Calc),April.2022.E25,42,,,,,,,F,2022,Apr,4
Apr.2015.03,Plug in Numbers (Calc),April.2015,3,3) What is the value of the expression rad m/x-3 when x = -1 and m = -16?,B. 2,C. 2 rad 2,D. 2i,E. 2i rad 2,,B,2015,Apr,4,,Apr.2022.E25.43,Vocab,April.2022.E25,43,,,,,,,D,2022,Apr,4
Apr.2016.03,Equivalent Expressions,April.2016,3,3. (9m – 4n) – (2n + 5m) is equivalent to:,B. 4m – 2n,C. 5m + 3n,D. 7m – 9n,E. 7m + n,,A,2016,Apr,4,,Apr.2022.E25.44,Plug in Numbers (Calc),April.2022.E25,44,,,,,,,K,2022,Apr,4
Apr.2017.03,Exponents-Radicals,April.2017,3,3. For what value of x is the equation 22x+7 = 215 true?,4,11,16,44,,B,2017,Apr,4,,Apr.2022.E25.45,Percents-Fractions (% Change),April.2022.E25,45,,,,,,,C,2022,Apr,4
Apr.2018.03,Ratios-Proportions,April.2018,3,,,,,,,C,2018,Apr,4,,Apr.2022.E25.46,Perimeter-Area-Volume,April.2022.E25,46,,,,,,,F,2022,Apr,4
Apr.2019.B04.03,Plug in Numbers (Calc),April.2019.B04,3,,,,,,,B,,,,,Apr.2022.E25.47,Inequalities,April.2022.E25,47,,,,,,,A,2022,Apr,4
Apr.2019.Z15.03,Geometry Rules,April.2019.Z15,3,,,,,,,B,2019,Apr,4,,Apr.2022.E25.48,Data Interpretation,April.2022.E25,48,,,,,,,G,2022,Apr,4
Apr.2021.D05.03,Word Problems,April.2021.D05,3,,,,,,,B,2021,Apr,4,,Apr.2022.E25.49,Mean-Median-Mode,April.2022.E25,49,,,,,,,C,2022,Apr,4
Apr.2021.Z04.03,Plug in Numbers (Calc),April.2021.Z04,3,,,,,,,B,2021,Apr,4,,Apr.2022.E25.50,SOHCAHTOA-PYTHAG,April.2022.E25,50,,,,,,,H,2022,Apr,4
Dec.2015.03,Solving Algebra,December.2015,3,"3. The temperature F in degrees Fahrenheit is related is related to the temperature K in kelvins by the equation F = 1.8K - 459.67. Which of the following temperatures, in kelvins is closest to 120 degrees Fahrenheit?",461,526,580,676,,A,2015,Dec,12,,Apr.2022.E25.51,Perimeter-Area-Volume,April.2022.E25,51,,,,,,,E,2022,Apr,4
Dec.2016.03,Geometry Rules,December.2016,3,"3. In the figure below, C lies on (line)AD, the measure of (angle)BAC is 65°, the measure of (angle)BCD is 100°, and the measure of (angle)ABC is x°. What is the value of x?",25,35,65,80,,C,2016,Dec,12,,Apr.2022.E25.52,SOHCAHTOA-PYTHAG,April.2022.E25,52,,,,,,,K,2022,Apr,4
Dec.2017.03,Solving Algebra,December.2017,3,,,,,,,A,2017,Dec,12,,Apr.2022.E25.53,Logs,April.2022.E25,53,,,,,,,D,2022,Apr,4
Dec.2018.03,Transformations-Translations,December.2018,3,,,,,,,D,2018,Dec,12,,Apr.2022.E25.54,Plug in Numbers (Calc),April.2022.E25,54,,,,,,,K,2022,Apr,4
Dec.2019.03,Exponents-Radicals,December.2019,3,,,,,,,E,2019,Dec,12,,Apr.2022.E25.55,LCMGCF,April.2022.E25,55,,,,,,,A,2022,Apr,4
Dec.2021.03,Word Problems,December.2021,3,,,,,,,D,2021,Dec,12,,Apr.2022.E25.56,Plug in Numbers (Calc),April.2022.E25,56,,,,,,,H,2022,Apr,4
Dec.2022.03,Mean-Median-Mode,December.2022,3,,,,,,,E,2022,Dec,12,,Apr.2022.E25.57,SOHCAHTOA-PYTHAG,April.2022.E25,57,,,,,,,E,2022,Apr,4
July.2020.03,LCMGCF,July.2020,3,,,,,,,B,2020,,,,Dec.2020.03,Plug in Numbers (Calc),December.2020,3,,,,,,,D,2020,,
Jun.2015.03,Solving Algebra,June.2015,3,"3. If x2 + 4 = 29, then x2 - 4 = ?",5,rad21,21,25,33,C,2015,Jun,6,,Apr.2022.E25.58,Equivalent Expressions,April.2022.E25,58,,,,,,,G,2022,Apr,4
Jun.2016.03,Word Problems,June.2016,3,"3) Louis earns his regular pay $10.00 per hour for up to 40 hours of work in a week. For each hour over 40 hours of work in a week, Louis is paid 1  times his regular pay. How much does Louis earn for a week in which he works 47 hours?",A. $470.00,B. $493.50,C. $505.00,D. $540.50,E. $705.00,C,2016,Jun,6,,Apr.2022.E25.59,Trig,April.2022.E25,59,,,,,,,E,2022,Apr,4
Jun.2017.03,Probability-Combinations-Permutations,June.2017,3,"3. In his costume supplies, Elmo the clown has 4 noses, 3 pairs of lips, and 2 wigs. A clown costume consists of 1 nose, 1 pair of lips, and 1 wig. How many different clown costumes can Elmo make?",3,9,12,14,24,E,2017,Jun,6,,Apr.2022.E25.60,SOHCAHTOA-PYTHAG,April.2022.E25,60,,,,,,,F,2022,Apr,4
Jun.2018.03,D=RT,June.2018,3,,,,,,,C,2018,Jun,6,,Apr.2022.Z08.01,Equation Set Up,April.2022.Z08,1,,,,,,,A,2022,Apr,4
Jun.2019.03,Geometry Rules,June.2019,3,,,,,,,E,2019,,,,,,,,,,,,,,,,,
Jun.2021.03,LCMGCF,June.2021,3,,,,,,,B,2021,Jun,6,,Apr.2022.Z08.02,Word Problems,April.2022.Z08,2,,,,,,,F,2022,Apr,4
June.2020.03,Percents-Fractions (% Change),June.2020,3,,,,,,,C,2020,,,,,,,,,,,,,,,,,
June.2022.03,Probability-Combinations-Permutations,June.2022,3,,,,,,,D,2022,Jun,6,,Apr.2022.Z08.03,Percents-Fractions (% Change),April.2022.Z08,3,,,,,,,B,2022,Apr,4
Apr.2015.04,Quadratics (and above),April.2015,4,"4. For all real numbers a, b, and c, the expression ax - bx + cx can be written as the product of x and which of the following?",–a + b – c,a – b – c,a – b + c,a + b – c,a + b – c,H,2015,Apr,4,,Apr.2022.Z08.04,Vocab,April.2022.Z08,4,,,,,,,G,2022,Apr,4
Apr.2016.04,Vocab,April.2016,4,4) Which of the following numbers has the greatest value?,G. 0.3,H. 0.33,J. 0.333,K. 0.3333,,F,2016,Apr,4,,Apr.2022.Z08.05,Plug in Numbers (Calc),April.2022.Z08,5,,,,,,,B,2022,Apr,4
Apr.2017.04,Plug in Numbers (Calc),April.2017,4,4. Let the function f be defined as f(x) = 5x2 – 7(4x + 3). What is the value of f(3)?,G. -26,H. -33,J. -60,K. -75,,J,2017,Apr,4,,Apr.2022.Z08.06,Absolute Values,April.2022.Z08,6,,,,,,,G,2022,Apr,4
Apr.2018.04,Geometry Rules,April.2018,4,,,,,,,K,2018,Apr,4,,Apr.2022.Z08.07,Exponents-Radicals,April.2022.Z08,7,,,,,,,C,2022,Apr,4
Apr.2019.B04.04,Exponents-Radicals,April.2019.B04,4,,,,,,,F,,,,,Apr.2022.Z08.08,LCMGCF,April.2022.Z08,8,,,,,,,J,2022,Apr,4
Apr.2019.Z15.04,Perimeter-Area-Volume,April.2019.Z15,4,,,,,,,H,2019,Apr,4,,Apr.2022.Z08.09,Plug in Numbers (Calc),April.2022.Z08,9,,,,,,,B,2022,Apr,4
Apr.2021.D05.04,Ratios-Proportions,April.2021.D05,4,,,,,,,F,2021,Apr,4,,Apr.2022.Z08.10,Geometry Rules,April.2022.Z08,10,,,,,,,H,2022,Apr,4
Apr.2021.Z04.04,Absolute Values,April.2021.Z04,4,,,,,,,G,2021,Apr,4,,Apr.2022.Z08.11,Word Problems,April.2022.Z08,11,,,,,,,B,2022,Apr,4
Dec.2015.04,Exponents-Radicals,December.2015,4,"4. For nonzero values of x and y, which of the following expressions is equivalent to -(18x3y2)/(3xy)?",-6x3y2,-6x4y3,-15x2y,-21x2y,,F,2015,Dec,12,,Apr.2022.Z08.12,Plug in Numbers (Calc),April.2022.Z08,12,,,,,,,J,2022,Apr,4
Dec.2016.04,Data Interpretation,December.2016,4,"4. A group of students was surveyed about what types of music each had listened to during the previous week. Students could choose 1, 2, or 3 types of music (Rap, Rock, or Country), or they could respond “none of these music types.” Only 10 students responded with “none of these music types,” and 18 students responded that they had listened to all 3 types. In the figure below, the 8 regions show the numbers of responses in each category. One region had exactly 8 responses. What type(s) of music did those 8 students respond they had listened to during the previous week?",Country and Rock only,Country and Rap only,Rap and Rock only,All 3 types of music,,J,2016,Dec,12,,Apr.2022.Z08.13,Geometry Rules,April.2022.Z08,13,,,,,,,D,2022,Apr,4
Dec.2017.04,Absolute Values,December.2017,4,,,,,,,H,2017,Dec,12,,Apr.2022.Z08.14,Plug in Numbers (Calc),April.2022.Z08,14,,,,,,,K,2022,Apr,4
Dec.2018.04,Exponents-Radicals,December.2018,4,,,,,,,F,2018,Dec,12,,Apr.2022.Z08.15,Probability-Combinations-Permutations,April.2022.Z08,15,,,,,,,E,2022,Apr,4
Dec.2019.04,Word Problems,December.2019,4,,,,,,,H,2019,Dec,12,,Apr.2022.Z08.16,System of Equations,April.2022.Z08,16,,,,,,,F,2022,Apr,4
Dec.2021.04,Word Problems,December.2021,4,,,,,,,G,2021,Dec,12,,Apr.2022.Z08.17,Probability-Combinations-Permutations,April.2022.Z08,17,,,,,,,A,2022,Apr,4
Dec.2022.04,Geometry Rules,December.2022,4,,,,,,,K,2022,Dec,12,,Apr.2022.Z08.18,Data Interpretation,April.2022.Z08,18,,,,,,,H,2022,Apr,4
July.2020.04,Solving Algebra,July.2020,4,,,,,,,J,2020,,,,Dec.2020.04,Coordinate Geometry,December.2020,4,,,,,,,J,2020,,
Jun.2015.04,Geometry Rules,June.2015,4,"4. In the figure below, (triangle)QRS is equilateral, side (line)QR is bisected by T, and side (line)QS is bisected by U. What is the degree measure of (angle)TUS?",60°,90°,120°,135°,150°,H,2015,Jun,6,,Apr.2022.Z08.19,Mean-Median-Mode,April.2022.Z08,19,,,,,,,D,2022,Apr,4
Jun.2016.04,Exponents-Radicals,June.2016,4,4. 3x9 * 5x9 is equivalent to:,8x18,8x81,15x9,15x18,15x81,J,2016,Jun,6,,Apr.2022.Z08.20,Lines,April.2022.Z08,20,,,,,,,G,2022,Apr,4
Jun.2017.04,Word Problems,June.2017,4,"4. Esteban and his family are making care package to send to children at summer camp. Each complete care package contains 5 pens, 2 notebooks, 3 envelopes, 12 cookies, and 5 candy bars. Esteban and his family have already made 7 complete care packages and the following materials remain: 3 boxes of pens (10 pens per box), 4 boxes of notebook (5 notebooks per box), 2 boxes of envelopes (12 envelopes per box), 84 cookies, 4½ boxes of candy bars (10 candy bars per box). How many additional complete care packages can Esteban and his family make the remaining materials?",F. 6,G. 7,H. 8,J. 10,K. 15,F,2017,Jun,6,,Apr.2022.Z08.21,Perimeter-Area-Volume,April.2022.Z08,21,,,,,,,C,2022,Apr,4
Jun.2018.04,Word Problems,June.2018,4,,,,,,,J,2018,Jun,6,,Apr.2022.Z08.22,Lines,April.2022.Z08,22,,,,,,,G,2022,Apr,4
Jun.2019.04,Solving Algebra,June.2019,4,,,,,,,H,2019,,,,,,,,,,,,,,,,,
Jun.2021.04,Absolute Values,June.2021,4,,,,,,,G,2021,Jun,6,,Apr.2022.Z08.23,Perimeter-Area-Volume,April.2022.Z08,23,,,,,,,B,2022,Apr,4
June.2020.04,Word Problems,June.2020,4,,,,,,,J,2020,,,,,,,,,,,,,,,,,
June.2022.04,Equation Set Up,June.2022,4,,,,,,,J,2022,Jun,6,,Apr.2022.Z08.24,Perimeter-Area-Volume,April.2022.Z08,24,,,,,,,H,2022,Apr,4
Apr.2015.05,Equation Set Up,April.2015,5,"5. Hai has $100 available to buy USB drives to backup data for his business computers. Each USB drive has a price of $8, and Hai will pay a sales tax of 7% of the total price of the USB drives. What is the maximum number of USB drives Hai can buy?",12,13,14,15,,A,2015,Apr,4,,Apr.2022.Z08.25,SOHCAHTOA-PYTHAG,April.2022.Z08,25,,,,,,,A,2022,Apr,4
Apr.2016.05,Equation Set Up,April.2016,5,"5. At a grocery store, Jo Ellen received $1.60 when she returned her cans, glass bottles, and plastic bottles. Jo Ellen received $0.05 for each can, $0.10 for each glass bottle, and $0.05 for each plastic bottle. She knew she had returned 6 cans and 8 glass bottles. How many plastic bottles did Jo Ellen return to the store?",9,10,12,19,,C,2016,Apr,4,,Apr.2022.Z08.26,Word Problems,April.2022.Z08,26,,,,,,,J,2022,Apr,4
Apr.2017.05,Probability-Combinations-Permutations,April.2017,5,"5. A wallet containing 5 five-dollar bills, 7 ten-dollar bills, and 8 twenty-dollar bills is found and returned to its owner. The wallet’s owner will reward the finder with 1 bill drawn randomly from the wallet. What is the probability that the bill drawn will be a twenty-dollar bill?",Apr-51,⅛,⅖,⅔,,D,2017,Apr,4,,Apr.2022.Z08.27,Percents-Fractions (% Change),April.2022.Z08,27,,,,,,,C,2022,Apr,4
Apr.2018.05,Probability-Combinations-Permutations,April.2018,5,,,,,,,C,2018,Apr,4,,Apr.2022.Z08.28,Circles-Ellipses,April.2022.Z08,28,,,,,,,K,2022,Apr,4
Apr.2019.B04.05,Sequences,April.2019.B04,5,,,,,,,D,,,,,Apr.2022.Z08.29,Percents-Fractions (% Change),April.2022.Z08,29,,,,,,,C,2022,Apr,4
Apr.2019.Z15.05,Probability-Combinations-Permutations,April.2019.Z15,5,,,,,,,C,2019,Apr,4,,Apr.2022.Z08.30,Ratios-Proportions,April.2022.Z08,30,,,,,,,G,2022,Apr,4
Apr.2021.D05.05,Word Problems,April.2021.D05,5,,,,,,,D,2021,Apr,4,,Apr.2022.Z08.31,Probability-Combinations-Permutations,April.2022.Z08,31,,,,,,,A,2022,Apr,4
Apr.2021.Z04.05,Equivalent Expressions,April.2021.Z04,5,,,,,,,C,2021,Apr,4,,Apr.2022.Z08.32,Trig,April.2022.Z08,32,,,,,,,K,2022,Apr,4
Dec.2015.05,Solving Algebra,December.2015,5,"5. If rad(a) = b and b = 9, a = ?",18,81,2-Sep,81/4,,C,2015,Dec,12,,Apr.2022.Z08.33,Plug in Numbers (Calc),April.2022.Z08,33,,,,,,,C,2022,Apr,4
Dec.2016.05,Absolute Values,December.2016,5,5. What is the value of 2|2 - 9| - 3(4 + 2)?,-26,-15,-5,-4,,E,2016,Dec,12,,Apr.2022.Z08.34,Perimeter-Area-Volume,April.2022.Z08,34,,,,,,,H,2022,Apr,4
Dec.2017.05,Word Problems,December.2017,5,,,,,,,A,2017,Dec,12,,Apr.2022.Z08.35,Plug in Numbers (Calc),April.2022.Z08,35,,,,,,,C,2022,Apr,4
Dec.2018.05,Plug in Numbers (Calc),December.2018,5,,,,,,,C,2018,Dec,12,,Apr.2022.Z08.36,Equation Set Up,April.2022.Z08,36,,,,,,,K,2022,Apr,4
Dec.2019.05,Plug in Numbers (Calc),December.2019,5,,,,,,,E,2019,Dec,12,,Apr.2022.Z08.37,Exponents-Radicals,April.2022.Z08,37,,,,,,,B,2022,Apr,4
Dec.2021.05,Absolute Values,December.2021,5,,,,,,,E,2021,Dec,12,,Apr.2022.Z08.38,Perimeter-Area-Volume,April.2022.Z08,38,,,,,,,G,2022,Apr,4
Dec.2022.05,SOHCAHTOA-PYTHAG,December.2022,5,,,,,,,C,2022,Dec,12,,Apr.2022.Z08.39,Equivalent Expressions,April.2022.Z08,39,,,,,,,C,2022,Apr,4
July.2020.05,Probability-Combinations-Permutations,July.2020,5,,,,,,,A,2020,,,,Dec.2020.05,Probability-Combinations-Permutations,December.2020,5,,,,,,,A,2020,,
Jun.2015.05,Coordinate Geometry,June.2015,5,"5. A line in the standard (x,y) coordinate plane passes through the points (-3,4) and (2,-5). The slope of the line:",is positive.,is zero.,is negative.,is undefined.,cannot be determined from the given information.,C,2015,Jun,6,,Apr.2022.Z08.40,Absolute Values,April.2022.Z08,40,,,,,,,J,2022,Apr,4
Jun.2016.05,Perimeter-Area-Volume,June.2016,5,"5. The total surface area, T, of any right circular cone with a radius r and a slant height s, such as the cone shown below, can be determined by using the formula T = πr2 + πrs. If a cone has a 3-inch radius and a 5-inch slant height, what is its total surface area, in square inches?",18π,24π,40π,75π,135π,B,2016,Jun,6,,Apr.2022.Z08.41,Outcomes,April.2022.Z08,41,,,,,,,B,2022,Apr,4
Jun.2017.05,Perimeter-Area-Volume,June.2017,5,"5. A formula for the volume of a right circular cone is V = ⅓ πr2h, where r is the radius of the base and h is the height of the cone. Using 22/7 as an approximate value for π, which of the following values is closest to the volume, in cubic inches, of a cone with height 28 inches and radius 6 inches?",264,352,"1,056","4,224","4,928",C,2017,Jun,6,,Apr.2022.Z08.42,Plug in Numbers (Calc),April.2022.Z08,42,,,,,,,F,2022,Apr,4
